id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
2567,Khél,Khel,,N.F.,n.f.,,,"A sept, a clan.",,"A sept, a clan.",,,mainDictionary_repaired.csv,78,original,,Kheːl,Khए (lengthened)l,low,unmapped_chars_sample='Khl' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 2, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'l', 'pos': 3}]"
2568,Khé'l,Khe'l,,NOUN,n.m.,,(H.),(1) A play. (2) A fair at which archery is practised.,,(1) A play. (2) A fair at which archery is practised.,,,mainDictionary_repaired.csv,78,original,,Kheː'l,Khए (lengthened)'l,low,unmapped_chars_sample='Kh'l' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 2, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': ""'"", 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}]"
2569,Khelāṛī,Khelari,,NOUN,n.m.,,(H.),"One who plays, a player.",,"One who plays, a player.",,,mainDictionary_repaired.csv,78,original,,Khelaːṛī,Khएlआṛī,low,unmapped_chars_sample='Khlṛī' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 5}]"
2570,Khelnu,Khelnu,,V.I.,v.i. re.,,,"To play, to sport.",,"To play, to sport.",,,mainDictionary_repaired.csv,78,original,,Khelnu,Khएlnu,low,unmapped_chars_sample='Khlnu' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2571,Khelwāṛ,Khelwar,,NOUN,n.m.,,,A plaything.,,A plaything.,,,mainDictionary_repaired.csv,78,original,,Khelʋaːṛ,Khएlवा/वṛ,low,unmapped_chars_sample='Khlṛ' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'wā', 'ipa': 'ʋaː', 'deva': 'वा/व', 'pos': 4, 'len': 2, 'note': ""Labio-dental approximant common in Indic languages; sometimes 'w' realized as 'ʋ'""}, {'matched': None, 'char': 'ṛ', 'pos': 6}]"
2572,Khép,Khep,,N.F.,n.f.,,,"Cargo, assortment.",,"Cargo, assortment.",,,mainDictionary_repaired.csv,78,original,,Kheːp,Khए (lengthened)p,low,unmapped_chars_sample='Khp' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 2, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'p', 'pos': 3}]"
2573,Kheshṛī,Kheshri,,N.F.,n.f.,,,A piece of cloth worn between the legs.,,A piece of cloth worn between the legs.,,(H. langoṭī).,mainDictionary_repaired.csv,78,original,,Kheshṛī,Khएshṛī,low,unmapped_chars_sample='Khshṛī' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'ṛ', 'pos': 5}]"
2574,Khét,Khet,,NOUN,n.m.,,(H.),See Khé'ch.,,See Khé'ch.,,,mainDictionary_repaired.csv,78,original,,Kheːt,Khए (lengthened)t,low,unmapped_chars_sample='Kht' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 2, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 't', 'pos': 3}]"
2575,Khetī-bāṛī,Kheti-bari,,N.F.,n.f.,,(H.),Cultivation.,,Cultivation.,,,mainDictionary_repaired.csv,78,original,,Khetī-baːṛī,Khएtī-bआṛī,low,unmapped_chars_sample='Khtī-b' count=8,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
2576,Khetṛī,Khetri,,N.F.,n.f.,,,An allotment of land made to a mahṛ.,,An allotment of land made to a mahṛ.,,(Bilāspūr).,mainDictionary_repaired.csv,78,original,,Khetṛī,Khएtṛī,low,unmapped_chars_sample='Khtṛī' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
2577,Khetrū,Khetru,,NOUN,n.m.,,,See Bethū.,,See Bethū.,,"(Bashahr, Jubbal, Kumhārsain).",mainDictionary_repaired.csv,78,original,,Khetruː,Khएtrऊ,low,unmapped_chars_sample='Khtr' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 5, 'len': 1, 'note': ""Long 'u' vowel""}]"
2578,"Khichhṛī, khichṛu","Khichhri, khichru",,NOUN,n.m. and f.,,(H.),A dish of pulse and rice boiled together.,,A dish of pulse and rice boiled together.,,"-hoṇī or -hoṇu, v.i. ir. To be mixed together.",mainDictionary_repaired.csv,78,original,,"Khit͡ʃhṛī, khit͡ʃṛu","Khiच/छhṛī, khiच/छṛu",low,unmapped_chars_sample='Khihṛī' count=13,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'h', 'pos': 5}, {'matched': None, 'char': 'ṛ', 'pos': 6}]"
2579,Khīj,Khij,,N.F.,n.f.,,,Displeasure.,,Displeasure.,,"-khāṇī, v.s. ir. To be angry or displeased. -āwṇī, v.i. re. To become angry. -sauṇ-nī, v.i. re. To incur anyone's indignation or displeasure.",mainDictionary_repaired.csv,79,original,,Khīj,Khīj,low,unmapped_chars_sample='Khīj' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'ī', 'pos': 2}, {'matched': None, 'char': 'j', 'pos': 3}]"
2580,Khījnu,Khijnu,,V.T.,v.t. and i. re.,,,"(1) To be angry, to be displeased. (2) To become weak.",,"(1) To be angry, to be displeased. (2) To become weak.",,,mainDictionary_repaired.csv,79,original,,Khījnu,Khījnu,low,unmapped_chars_sample='Khījnu' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'ī', 'pos': 2}, {'matched': None, 'char': 'j', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2581,Khil,Khil,,N.F.,n.f. pl.,,,"Swollen parched rice.,-banāwṇī, v.t. re. To parch swollen grain.,pl. -o.",,"Swollen parched rice.,-banāwṇī, v.t. re. To parch swollen grain.,pl. -o.",,,mainDictionary_repaired.csv,79,original,,Khil,Khil,low,unmapped_chars_sample='Khil' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}]"
2582,Khilāṛī,Khilari,,NOUN,n.m.,,,See Khelāṛī.,,See Khelāṛī.,,,mainDictionary_repaired.csv,79,original,,Khilaːṛī,Khilआṛī,low,unmapped_chars_sample='Khilṛī' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 5}]"
2583,Khiṇḍāwṇu,Khindawnu,,V.T.,v.t. re.,,,To cause or allow to spill.,,To cause or allow to spill.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khiṇḍaːwṇu,Khiṇḍआwṇu,low,unmapped_chars_sample='Khiṇḍw' count=8,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
2584,Khiṇḍdā,Khindda,,PRE.,pre. par.,,,Spilling.,,Spilling.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khiṇḍdaː,Khiṇḍdआ,low,unmapped_chars_sample='Khiṇḍd' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'd', 'pos': 5}]"
2585,Khiṇḍia or khiṇḍró,Khindia or khindro,,C.P.,c.p.,,,Having spilt or scattered.,,Having spilt or scattered.,,,mainDictionary_repaired.csv,79,original,,Khiṇḍia or khiṇḍroː,Khiṇḍiअ ओr khiṇḍrओ (lengthened),low,unmapped_chars_sample='Khiṇḍi' count=15,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'i', 'pos': 5}]"
2586,Khiṇḍi-jāṇu,Khindi-janu,,V.S.,v.s. ir.,,,To be spilt or scattered.,,To be spilt or scattered.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khiṇḍi-jaːṇu,Khiṇḍi-jआṇu,low,unmapped_chars_sample='Khiṇḍi' count=10,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'i', 'pos': 5}]"
2587,Khiṇḍnu,Khindnu,,V.T.,v.t. re.,,,"To spill, to scatter.",,"To spill, to scatter.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khiṇḍnu,Khiṇḍnu,low,unmapped_chars_sample='Khiṇḍn' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}]"
2588,Khiṇḍṛī,Khindri,,N.F.,n.f.,,,A quilt; an old quilt.,,A quilt; an old quilt.,,,mainDictionary_repaired.csv,79,original,,Khiṇḍṛī,Khiṇḍṛī,low,unmapped_chars_sample='Khiṇḍṛ' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'ṛ', 'pos': 5}]"
2589,Khiṇḍtā or -u,Khindta or -u,,NOUN,n.m.,,,A small quilt.,,A small quilt.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khiṇḍtaː or -u,Khiṇḍता ओr -u,low,unmapped_chars_sample='Khiṇḍ ' count=10,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': 'tā', 'ipa': 'taː', 'deva': 'ता', 'pos': 5, 'len': 2, 'note': 't + long a'}]"
2590,Khiṇḍu-huṇḍu or -ā,Khindu-hundu or -a,,PAS.,pas. par.,,,"Spilt, scattered.",,"Spilt, scattered.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khiṇḍu-huṇḍu or -aː,Khiṇḍu-huṇḍu ओr -आ,low,unmapped_chars_sample='Khiṇḍu' count=16,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2591,Khiṅkhāb,Khinkhab,,NOUN,n.m.,,(P. kamkhwāb),A kind of laced silk.,,A kind of laced silk.,,(made in Benares).,mainDictionary_repaired.csv,79,original,,Khiṅkhaːb,Khiṅkhआb,low,unmapped_chars_sample='Khiṅkh' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṅ', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}]"
2592,Khiṅlā,Khinla,,NOUN,n.m.,,,A hoe.,,A hoe.,,,mainDictionary_repaired.csv,79,original,,Khiṅlaː,Khiṅlआ,low,unmapped_chars_sample='Khiṅl' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṅ', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
2593,Khīr,Khir,,N.F.,n.f.,,(H.),A dish of rice boiled in milk.,,A dish of rice boiled in milk.,,,mainDictionary_repaired.csv,79,original,,Khīr,Khīr,low,unmapped_chars_sample='Khīr' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'ī', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
2594,Khīrā,Khira,,NOUN,n.m.,,(H.),A cucumber.,,A cucumber.,,See Kākṛī.,mainDictionary_repaired.csv,79,original,,Khīraː,Khīrआ,low,unmapped_chars_sample='Khīr' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'ī', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
2595,Khir-khirā-wé,Khir-khira-we,,ADV.,adv.,,,Aloud.,,Aloud.,,"-hāsṇu, v.i. re. To laugh aloud.",mainDictionary_repaired.csv,79,original,,Khir-khiraː-weː,Khir-khirआ-wए (lengthened),low,unmapped_chars_sample='Khir-k' count=11,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'k', 'pos': 5}]"
2596,Khis,Khis,,N.F.,n.f.,,,Breaking wind.,,Breaking wind.,,"-chhūṭṇī, v.i. re. To break wind.",mainDictionary_repaired.csv,79,original,,Khis,Khis,low,unmapped_chars_sample='Khis' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 's', 'pos': 3}]"
2597,Khisā,Khisa,,NOUN,n.m.,,,See Gūjā.,,See Gūjā.,,,mainDictionary_repaired.csv,79,original,,Khisaː,Khisआ,low,unmapped_chars_sample='Khis' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
2598,Khīz,Khiz,,N.F.,n.f.,,,See Khīj.,,See Khīj.,,,mainDictionary_repaired.csv,79,original,,Khīz,Khīz,low,unmapped_chars_sample='Khīz' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'ī', 'pos': 2}, {'matched': None, 'char': 'z', 'pos': 3}]"
2599,Khjīnā,Khjina,,NOUN,n.m.,,(P. khazāna),"Treasure, riches, wealth.",,"Treasure, riches, wealth.",,,mainDictionary_repaired.csv,79,original,,Khjīnaː,Khjīnआ,low,unmapped_chars_sample='Khjīn' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
2600,Khlāī,Khlai,,N.F.,n.f.,,,A nurse.,,A nurse.,,,mainDictionary_repaired.csv,79,original,,Khlaːī,Khlआī,low,unmapped_chars_sample='Khlī' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ī', 'pos': 4}]"
2601,Khlaiṇ,Khlain,,NOUN,n.m.,,,A farmyard.,,A farmyard.,,(Also khlwāṛā).,mainDictionary_repaired.csv,79,original,,Khlaiṇ,Khlअiṇ,low,unmapped_chars_sample='Khliṇ' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
2602,Khlāṇu,Khlanu,,V.T.,v.t. re.,,,To cause or allow to melt.,,To cause or allow to melt.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,79,original,,Khlaːṇu,Khlआṇu,low,unmapped_chars_sample='Khlṇu' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2603,Khlāwā,Khlawa,,NOUN,n.m.,,,One who looks after a chief's stable.,,One who looks after a chief's stable.,,,mainDictionary_repaired.csv,79,original,,Khlaːʋaː,Khlआवा/व,low,unmapped_chars_sample='Khl' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'wā', 'ipa': 'ʋaː', 'deva': 'वा/व', 'pos': 4, 'len': 2, 'note': ""Labio-dental approximant common in Indic languages; sometimes 'w' realized as 'ʋ'""}]"
2604,Khlwāṛā,Khlwara,,NOUN,n.m.,,,See Khlaiṇ.,,See Khlaiṇ.,,,mainDictionary_repaired.csv,79,original,,Khlʋaːṛaː,Khlवा/वṛआ,low,unmapped_chars_sample='Khlṛ' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'wā', 'ipa': 'ʋaː', 'deva': 'वा/व', 'pos': 3, 'len': 2, 'note': ""Labio-dental approximant common in Indic languages; sometimes 'w' realized as 'ʋ'""}, {'matched': None, 'char': 'ṛ', 'pos': 5}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 6, 'len': 1, 'note': ""Long 'a' vowel""}]"
2605,Khmār,Khmar,,NOUN,n.m.,,,See Kmhār.,,See Kmhār.,,,mainDictionary_repaired.csv,79,original,,Khmaːr,Khmआr,low,unmapped_chars_sample='Khmr' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
2606,Khobānī,Khobani,,N.F.,n.f.,,,Apricot.,,Apricot.,,,mainDictionary_repaired.csv,79,original,,Khobaːnī,Khओbआnī,low,unmapped_chars_sample='Khbnī' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 5}]"
2607,Khoṇu,Khonu,,V.T.,v.t. re.,,,"To dig, to excavate.",,"To dig, to excavate.",,pre. par. Khodāḍā. c.p. Khodia or khodīró. pas. par. Khodu-huṇḍu.,mainDictionary_repaired.csv,79,original,,Khoṇu,Khओṇu,low,unmapped_chars_sample='Khṇu' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
2608,Khoh,Khoh,,N.F.,n.f.,,(P.),A big pit.,,A big pit.,,,mainDictionary_repaired.csv,79,original,,Khoh,Khओh,low,unmapped_chars_sample='Khh' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'h', 'pos': 3}]"
2609,Kho'j,Kho'j,,NOUN,n.m.,,,Trace.,,Trace.,,"-lāṇā, v.t. re. To trace.",mainDictionary_repaired.csv,79,original,,Kho'j,Khओ'j,low,unmapped_chars_sample='Kh'j' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': ""'"", 'pos': 3}, {'matched': None, 'char': 'j', 'pos': 4}]"
2610,Khojnu,Khojnu,,V.T.,v.t. re.,,,"To trace, to seek, to search.",,"To trace, to seek, to search.",,pre. par. Khojdā. c.p. Khojia or khojīró. pas. par. Khoju-huṇḍu.,mainDictionary_repaired.csv,79,original,,Khojnu,Khओjnu,low,unmapped_chars_sample='Khjnu' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'j', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2611,Kholnu,Kholnu,,V.T.,v.t. re.,,,"To open, to release, to set free.",,"To open, to release, to set free.",,pre. par. Kholdā. c.p. Kholia or kholró. pas. par. Kholu-huṇḍu.,mainDictionary_repaired.csv,79,original,,Kholnu,Khओlnu,low,unmapped_chars_sample='Khlnu' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2612,Khoṇu,Khonu,,V.T.,v.t. re.,,(H. khonā),"To spoil, to make unfit.",,"To spoil, to make unfit.",,pre. par. Khoṇḍā. c.p. Khoia or khoiró. pas. par. Khou-huṇḍu.,mainDictionary_repaired.csv,79,original,,Khoṇu,Khओṇu,low,unmapped_chars_sample='Khṇu' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 2, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
